五分K,當盤成交價,當盤成交量,累積成交量,開盤價,最高價,最低價,昨收價,成交時間,漲幅
2022-01-10 13:30:00,459.0,0.0,4338.0,446.0,462.0,443.5,455.5,13:30:00,0.7683863885839737
